chip,msg
0000128,0000229,0002386,000WF59,3059 Winco 59, CA,Fresno,CA,93722,36.8110501,-119.8726613,undefined,1725333808
0000162,0009790,0000375,0000158,3350 Sprouts - Las Colinas #158 (irvng),,Las Colinas,TX,75063,32.9116696,-96.9561873,undefined,1725333811
0000044,0000164,0002269,000WF75,3075 Winco 75, UT,West Valley,UT,84120,40.713905,-112.0263157,undefined,1725333814
0000038,0009810,0000389,0000047,3344 Sprouts - Irvington Rd #47 (tucson),,Tucson,AZ,85714,32.164984,-110.9884109,undefined,1725333816
0000246,Failed to parse store details
0000097,0009816,0000396,0000648,3307 Sprouts - Boca Raton #648, FL,Boca Raton,FL,33434,35.5469066,-105.9056213,undefined,1725333821
0000067,0009744,0000340,0000628,3393 Sprouts - Seminole #628, FL,Seminole,FL,33772,27.8383425,-82.7869004,undefined,1725333823
0000080,0009807,0000386,0000653,3316 Sprouts - Cape Coral  #653, FL,Cape Coral,FL,33909,26.6684445,-81.9344707,undefined,1725333825
0000247,0009569,0000193,0000508,2048 Fresh Thyme - Plymouth, MN,Plymouth,MN,55447,45.0175436,-93.4801828,undefined,1725333827
0000011,0000105,0000352,00SP502,3382 Sprouts - Rainbow #502, NV,Las Vegas,NV,89103,36.1153519,-115.2410644,undefined,1725333830
0000045,0009813,0000393,0000448,3332 Sprouts - Fountain Valley #448, CA,Fountain Valley,CA,92708,35.5469066,-105.9056213,undefined,1725333832
0000020,0009738,0002378,00WF156,3156 Winco 156, OK,Tulsa,OK,74133,36.0594672,-95.88718,undefined,1725333834
0000096,0009793,0000372,0000637,3372 Sprouts - Oakland Park #637, FL,Oakland Park,FL,33334,26.165955,-80.1368,undefined,1725333836
0000123,0000215,0002217,000WF31,3031 Winco 31, CA,Roseville,CA,95677,38.7850745,-121.2785516,undefined,1725333839
0000016,0009254,0002400,00WF117,3117 Winco 117, ID,Pocatello,ID,83201,42.8938802,-112.4490472,undefined,1725333842
0000098,0009783,0000366,0000639,3325 Sprouts - Dania Beach #639, FL,Dania Beach,FL,33004,26.0494483,-80.1578223,undefined,1725333844
0000186,0000217,0002362,000WF33,3033 Winco 33, CA,Fontana,CA,92335,34.1075545,-117.492182,undefined,1725333847
0000093,0009747,0000139,0000630,3368 Sprouts - New Tampa #630 (hunters),,New Tampa,FL,33647,28.1393788,-82.358205,undefined,1725333849
0000187,0000246,0002303,00WF103,3103 Winco 103, CA,Tracy,CA,95304,37.7589624,-121.4686488,undefined,1725333852
0000029,0000204,0002391,000WF51,3051 Winco 51, WA,Longview,WA,98632,46.1431861,-122.933864,undefined,1725333855
0000081,1000015,0000429,0000468,3343 Sprouts - Indian Wells #468, CA,Indian Wells,CA,92210,39.977404,-111.7759179,undefined,1725333857
0000154,0009788,0000370,0000335,3405 Sprouts - Tower Road #335, CO,Denver,CO,80249,39.782809,-104.7709484,undefined,1725333859
0000132,0009779,0000359,0000530,3394 Sprouts - Smyrna  #530, GA,Smyrna,GA,30080,33.8901802,-84.4766944,undefined,1725333861
0000133,0009776,0000355,00000#9,3336 Sprouts - Glendale  #9, AZ,Phoenix,AZ,85053,33.6092614,-112.1485637,undefined,1725333863
0000189,0000223,0002216,000WF53,3053 Winco 53, CA,Folsom,CA,95630,38.6559776,-121.1746586,undefined,1725333866
0000125,0000213,0002399,000WF25,3025 Winco 25, CA,Chico,CA,95928,39.7289663,-121.8000883,undefined,1725333869
0000079,0009853,0000418,0000651,3412 Sprouts - Waterford Lakes #651, FL,Orlando,FL,32828,35.5469066,-105.9056213,undefined,1725333871
0000127,0009811,0000388,0000452,3383 Sprouts - Rancho Cordova #452, CA,Rancho Cordova,CA,95670,38.5774257,-121.2822384,undefined,1725333873
0000094,0000244,0002302,00WF102,3102 Winco 102, WA,Lacey,WA,98516,47.0551394,-122.7797459,undefined,1725333876
0000018,0009052,0002388,00WF113,3113 Winco 113, NV,Las Vegas,NV,89130,36.2697354,-115.2081833,undefined,1725333879
0000057,0009771,0000354,0000021,2211 Daves 21 dba Luckys Painesville, OH,Concord,OH,44077,41.6642217,-81.2412163,undefined,1725333881
0000130,0000216,0002394,000WF32,3032 Winco 32, CA,Bakersfield,CA,93308,35.3983716,-119.0905036,undefined,1725333884
0000131,0009825,0000398,0000463,3318 Sprouts - Coleman #463, CA,San Jose,CA,95110,35.5469066,-105.9056213,undefined,1725333886
0000032,0009798,0002402,00WF163,3163 Winco 163, OR,Eugene,OR,97408,44.0923012,-123.066993,undefined,1725333889
0000180,0000194,0002231,000WF47,3047 Winco 47, OR,Gresham,OR,97030,45.4987623,-122.4076233,undefined,1725333891
0000009,Failed to parse store details main html str
0000202,1000048,0000465,0000167,3331 Sprouts - North Fort Worth #167, TX,Fort Worth,TX,76179,39.977404,-111.7759179,undefined,1725333893
0000136,0009773,0002392,00WF167,3167 Winco 167, ID,Meridian,ID,83646,43.660445,-116.4111053,undefined,1725333896
0000091,0009795,0000374,0000644,3415 Sprouts - West Palm Beach #644, FL,West Palm Beach,FL,33409,26.704846,-80.11228,undefined,1725333898
0000134,0009777,0000357,0000045,3355 Sprouts - Maricopa #45, AZ,Maricopa,AZ,85139,33.064241,-112.0484405,undefined,1725333900
0000013,0009667,0002356,00WF142,3142 Winco 142, UT,Salt Lake City,UT,84115,40.7243857,-111.8902082,undefined,1725333902
0000141,0000227,0002406,000WF57,3057 Winco 57, CA,Pomona,CA,91766,34.0263729,-117.7614793,undefined,1725333905
0000092,0009822,0000405,0000643,3326 Sprouts - Delray Beach #643, FL,Delray Beach,FL,33484,35.5469066,-105.9056213,undefined,1725333907
0000022,0009732,0000358,0000635,(Closed)  Luckys Market - Brandon,Brandon,FL,33511,27.938967,-82.308448,undefined,1725333910
0000026,Failed to parse store details
0000126,0000203,0002397,000WF50,3050 Winco 50, WA,Kent,WA,98031,47.4145934,-122.2190847,undefined,1725333914
0000185,0000193,0002227,000WF44,3044 Winco 44, OR,Medford,OR,97501,42.3178532,-122.8608411,undefined,1725333917
0000182,0009536,0002333,00WF138,3138 Winco 138, OR,Grants Pass,OR,97526,42.4373525,-123.3004635,undefined,1725333920
0000137,0009764,0002389,00WF160,3160 Winco 160, MT,Bozeman,MT,59718,45.7087202,-111.0711486,undefined,1725333922
0000140,0000230,0002248,000WF60,3060 Winco 60, CA,Vacaville,CA,95687,38.3464534,-121.9841064,undefined,1725333925
0000138,0009821,0000403,0000451,3370 Sprouts - Norwalk #451, CA,Norwalk,CA,90650,35.5469066,-105.9056213,undefined,1725333927
0000139,0009782,0002408,00WF169,3169 Winco 169, WA,Silverdale,WA,98383,47.6576768,-122.6906121,undefined,1725333930
0000048,0009818,0000395,0000585,3366 Sprouts - Nashville #585, TN,Nashville,TN,37211,35.5469066,-105.9056213,undefined,1725333932
0000190,0009007,0002306,00WF107,3107 Winco 107, CA,Lakewood,CA,90805,33.858783,-118.1519226,undefined,1725333935
0000053,0009830,0000399,0000461,3357 Sprouts - Merced #461, CA,Merced,CA,95340,39.977404,-111.7759179,undefined,1725333937
0000037,0009809,0000387,0000454,3376 Sprouts - Palmdale #454, CA,Palmdale,CA,93551,34.5970637,-118.1450916,undefined,1725333939
0000224,0009837,0000476,0000449,3430 Sprouts - Hayward #449, CA,Hayward,CA,94544,35.5469066,-105.9056213,undefined,1725333941
0000060,0009829,0000416,0000336,3367 Sprouts - Nevada Ave #336 (co spring,Colorado Springs,CO,80905,35.5469066,-105.9056213,undefined,1725333944
0000027,0000235,0002404,000WF66,3066 Winco 66, CA,Indio,CA,92203,33.7395201,-116.2134242,undefined,1725333946
0000063,0000242,0000071,00SP703,3362 Sprouts - Montgomery Blvd #703, NM,Albuquerque,NM,87111,35.1307145,-106.5155657,undefined,1725333948
0000143,0000207,0002410,000WF70,3070 Winco 70, WA,Spokane Valley,WA,99206,47.6560499,-117.2733205,undefined,1725333951
0000145,0000183,0002398,000WF15,3015 Winco 15, OR,Portland,OR,97230,45.5366676,-122.5361275,undefined,1725333954
0000012,0009546,0002381,00WF133,3133 Winco 133, CA,Sacramento,CA,95825,38.6072498,-121.3807853,undefined,1725333956
0000107,1000021,0000426,0000921,3315 Sprouts - Burtonsville #921, MD,Burtonsville,MD,20866,39.977404,-111.7759179,undefined,1725333959
0000163,0009781,0002393,00WF168,3168 Winco 168, UT,Logan,UT,84341,41.7565901,-111.8369231,undefined,1725333961
0000144,0009762,0002385,00WF165,3165 Winco 165, MT,Missoula,MT,59801,46.8479292,-114.0376453,undefined,1725333963
0000219,1000028,0000474,0000565,3439 Sprouts - Greenville #565, SC,Greenville,SC,29615,39.977404,-111.7759179,undefined,1725333965
0000090,0009791,0000378,0000640,3379 Sprouts - Port St. Lucie #640, FL,Port St,FL,34986,27.3136014,-80.4063089,undefined,1725333967
0000024,0009784,0000367,0000636,3401 Sprouts - Tampa Hts #636, FL,Tampa,FL,33602,27.9605603,-82.461199,undefined,1725333969
0000086,0009854,0000442,0000467,3323 Sprouts - Cudahy #467, CA,Cudahy,CA,90201,35.5469066,-105.9056213,undefined,1725333972
0000010,Failed to parse store details main html str
0000102,1000012,0000427,0000655,3346 Sprouts - Kenneth City #655, FL,Kenneth City,FL,33709,39.977404,-111.7759179,undefined,1725333974
0000103,1000016,0000433,0000658,3378 Sprouts - Port Charlotte #658, FL,Port Charlotte,FL,33948,39.977404,-111.7759179,undefined,1725333976
0000095,0009430,0002326,00WF126,3126 Winco 126, TX,North Richland Hills,TX,76180,32.8430421,-97.2350318,undefined,1725333978
0000099,0009785,0000363,0000638,3345 Sprouts - Kendall #638, FL,Miami,FL,33186,25.6843653,-80.3995261,undefined,1725333980
0000015,0000205,0002390,000WF64,3064 Winco 64, WA,Vancouver,WA,98661,45.6389484,-122.5970487,undefined,1725333983
0000108,1000014,0000436,0000564,3397 Sprouts - Steele Creek #564, NC,Charlotte,NC,28273,39.977404,-111.7759179,undefined,1725333985
0000049,0009759,0000351,0000002,3004 Bees Marketplace, AZ,Colorado City,AZ,86021,36.9721766,-112.974999,undefined,1725333987
0000056,0009820,0000407,0000459,3349 Sprouts - Lancaster #459, CA,Lancaster,CA,93534,35.5469066,-105.9056213,undefined,1725333989
0000019,0009348,0002387,00WF119,3119 Winco 119, CA,Bakersfield,CA,93308,35.294967,-119.0780861,undefined,1725333992
0000152,0000237,0002401,000WF69,3069 Winco 69, CA,Fresno,CA,93727,36.7336476,-119.7186644,undefined,1725333995
0000073,0009787,0000369,0000642,3319 Sprouts - Colonial Drive #642, FL,Orlando,FL,32803,28.550511,-81.3511994,undefined,1725333997
0000074,0009780,0000365,0000632,3309 Sprouts - Boynton #632, FL,Boynton Beach,FL,33437,26.5304984,-80.1471021,undefined,1725333999
0000158,0009805,0000384,0000447,3363 Sprouts - Moreno Valley #447, CA,Moreno Valley,CA,92557,33.942691,-117.2425634,undefined,1725334001
0000153,0009794,0000377,0000159,3337 Sprouts - Grand Prairie #159, TX,Grand Prairie,TX,75052,32.7080075,-97.0161661,undefined,1725334004
0000124,0009789,0000373,0000446,3335 Sprouts - Garden Grove #446, CA,Garden Grove,CA,92841,33.787586,-117.961395,undefined,1725334006
0000071,0009754,0000347,0000634,3375 Sprouts - Orlando(turkey)#634, FL,Orlando,FL,32819,28.4545303,-81.4764143,undefined,1725334008
0000054,0009819,0000406,0000561,3371 Sprouts - North Las Vegas #561, NV,North Las Vegas,NV,89086,35.5469066,-105.9056213,undefined,1725334010
0000066,0009808,0000411,0000645,3310 Sprouts - Bradenton #645, FL,Bradenton,FL,34207,35.5469066,-105.9056213,undefined,1725334012
0000017,0009761,0002383,00WF164,3164 Winco 164, WA,Wenatchee,WA,98801,47.4417707,-120.3282025,undefined,1725334014
0000023,0009828,0000401,0000650,3410 Sprouts - The Villages #650, FL,The Villages,FL,32162,35.5469066,-105.9056213,undefined,1725334017
0000155,0009770,0000353,0000529,3314 Sprouts - Buford #529, GA,Buford,GA,30519,34.04992,-83.9919486,undefined,1725334019
0000105,0009841,0000425,0000649,3402 Sprouts - Tampa Uptown #649, FL,Tampa,FL,33612,35.5469066,-105.9056213,undefined,1725334021
0000039,0009806,0000390,0000160,3341 Sprouts - Hillside #160 (dallas), TX,Dallas,TX,75214,32.8370672,-96.7524689,undefined,1725334023
0000156,0009827,0000404,0000464,3398 Sprouts - Stockton #464, CA,Stockton,CA,95207,35.5469066,-105.9056213,undefined,1725334025
0000068,0009752,0000348,0000633,3413 Sprouts - Westchase #633 (tampa), FL,Tampa,FL,33626,28.04558,-82.581445,undefined,1725334028
0000250,0009502,0000154,0000501,2006 Fresh Thyme - Bloomington, MN,Bloomington,MN,55431,44.8579105,-93.3070186,undefined,1725334030
0000100,0009792,0000376,0000641,3342 Sprouts - Homestead #641, FL,Homestead,FL,33033,25.4805361,-80.4396929,undefined,1725334032
0000077,0009741,0000277,0000631,3330 Sprouts - Estero #631, FL,Estero,FL,33928,26.4485905,-81.8186435,undefined,1725334034
0000164,0000192,0002395,000WF41,3041 Winco 41, OR,McMinnville,OR,97128,45.2307993,-123.1721392,undefined,1725334037
0000025,DONE
